sensor_id,unit,record_count,valid_value_count,mean,std,min,max,lower_3sigma,upper_3sigma
45,mg,90758,90758,293.6942066484497,339.6998306083762,51.387,4088.935,-725.4052851766788,1312.7936984735784
155,mg,90163,90163,61.46637499861362,44.91398413442954,8.794,621.944,-73.275577404675,196.20832740190224
157,mm/s,90155,90155,4.086820254006989,3.0370770932944917,0.166,30.23,-5.024411025876486,13.198051533890464
286,°C,83217,83217,23.521912589975596,3.8385894239815985,13.0,34.8,12.0061443180308,35.03768086192039
642,mg,79001,79001,291.2278705839168,165.43110291857556,91.962,901.499,-205.0654381718099,787.5211793396435
644,mm/s,78916,78916,1.1379193953064024,0.27929855070005827,0.515,2.371,0.3000237432062276,1.9758150474065772
154,mm/s,59795,59795,2.653461961702485,2.2932936974969085,0.044,17.64,-4.226419130788241,9.53334305419321
151,mg,59795,59795,11.380192591353792,9.237368134454988,2.895,147.353,-16.33191181201117,39.09229699471875
659,mg,59656,59656,26.851598296902235,6.4485274519696585,9.402,179.72,7.506015940993262,46.19718065281121
660,mm/s,59650,59650,1.1473418440905276,0.7871915039857277,0.239,10.948,-1.2142326678666553,3.5089163560477106
36,mg,51635,51635,9.345420586811269,7.138195721261273,3.34,84.096,-12.069166576972552,30.76000775059509
52,mm/s,51633,51633,2.5745981833323657,2.7336761997739276,0.053,17.054,-5.626430415989416,10.775626782654149
86,mm/s,51627,51627,1.330891897650454,1.1346750276274857,0.053,13.332,-2.0731331852320034,4.734916980532911
66,mg,51625,51625,5.987766489104117,2.278576279950923,3.393,58.799,-0.8479623507486522,12.823495328956886
661,mg,51574,51574,21.31058952185209,5.523716618778107,9.454,153.046,4.739439665517768,37.88173937818641
664,mm/s,51566,51566,1.0190686498855834,0.5170902143193019,0.295,9.588,-0.5322019930723223,2.570339292843489
665,mg,51544,51544,19.72978383516994,4.995167580206265,9.393,117.208,4.744281094551145,34.71528657578874
668,mm/s,51519,51519,0.7514008424076555,0.29165072914960255,0.27,5.531,-0.12355134504115217,1.626353029856463
153,mg,46485,46485,48.5057073894805,27.004552688209547,7.343,281.151,-32.507950675148145,129.51936545410913
156,mm/s,46471,46471,3.208910955219384,2.0265814339629715,0.097,22.383,-2.8708333466695306,9.2886552571083
89,mg,46150,46150,19.9244931744312,8.09381314030878,4.665,81.682,-4.356946246495141,44.20593259535754
103,mm/s,46130,46130,1.8912468458703662,2.010481465676214,0.075,21.166,-4.140197551158275,7.922691242899008
125,mg,45265,45265,14.055219374792888,5.010197332265742,5.146,78.699,-0.9753726220043379,29.08581137159011
133,mm/s,45237,45237,1.3019124831443285,0.9800783990087112,0.07,15.514,-1.638322713881805,4.242147680170462
653,mg,44461,44461,354.0592107914801,242.38825824564674,96.476,1182.892,-373.1055639454601,1081.2239855284204
654,mm/s,44435,44435,1.263781501068977,0.42330000001179946,0.622,3.044,-0.00611849896642136,2.5336815011043754
662,mg,39295,39295,0.7246751495101156,0.27474319748639153,0.203,1.232,-0.09955444294905902,1.5489047419692903
667,mg,39261,39261,0.33538424900028013,0.07331888000433158,0.144,0.677,0.11542760898728538,0.5553408890132749
663,mm/s,37866,37866,0.025992763957111916,0.01213251235538476,0.004,0.093,-0.010404773109042361,0.06239030102326619
142,mg,37093,37093,19.84705389156983,10.394006956957623,4.781,116.029,-11.33496697930304,51.0290747624427
150,mm/s,37079,37079,2.154148682542678,2.641379226608251,0.052,17.009,-5.769988997282075,10.07828636236743
669,mm/s,35531,35531,0.010718640060791979,0.004115984175738324,0.003,0.053,-0.001629312466422993,0.023066592588006953
670,mm,12193,12193,0.000504223734929878,0.0005063390891101745,0.0,0.003,-0.0010147935324006457,0.0020232410022604013
