sensor_id,window_start,sample_count,mean,std,min_value,max_value,rms,peak_to_peak,slope,sigma_anomaly,sigma_detected_features,isolation_decision,risk_score,status
92,2019-06-28 11:50:00,40,106.62614999999998,169.01347289484792,26.931,776.132,199.8366580079841,749.2009999999999,7.0951895345415235,False,[],-0.1237980053524842,99.79432489049704,WARNING
92,2019-07-25 09:52:00,43,125.54958139534881,172.01097407084674,24.484,749.199,212.95650398461382,724.7149999999999,10.371588823435403,False,[],-0.1239566682263813,99.79432489049704,WARNING
92,2019-06-26 17:10:00,91,91.10038461538464,75.48074548289956,26.932,526.398,118.30732443819898,499.466,-1.22340182908499,False,[],-0.123357333084115,99.79051609217292,WARNING
92,2019-06-26 20:26:00,90,85.77416666666667,84.96800161253513,26.932,499.466,120.73429076028437,472.534,-1.2072077448749288,False,[],-0.12276326693385697,99.79051609217292,WARNING
92,2019-07-04 05:30:00,78,78.75548717948718,133.65606911193728,26.931,810.408,155.13339927731008,783.477,-2.603581596338742,False,[],-0.12328606376008144,99.79051609217292,WARNING
92,2019-07-04 16:28:00,84,107.64038095238097,134.57548350124168,26.931,714.922,172.32821118774103,687.991,4.058776861498319,False,[],-0.12328310083367167,99.79051609217292,WARNING
92,2019-07-23 04:11:00,90,126.90672222222224,73.33591922274556,29.38,406.429,146.5724162093036,377.049,-0.4210372412646411,False,[],-0.12335842853732981,99.79051609217292,WARNING
92,2019-07-30 19:20:00,82,98.62110975609754,87.03206934508657,26.931,545.985,131.53214201864196,519.054,1.1679074305353556,False,[],-0.12345564749035676,99.79051609217292,WARNING
92,2019-07-23 20:46:00,39,188.20992307692305,214.56052689128506,26.931,898.549,285.4105724118978,871.6179999999999,12.520343713629133,False,[],-0.1220066660828526,99.77147210055227,WARNING
92,2019-06-28 18:47:00,66,72.26357575757577,80.77614376314494,26.931,374.599,108.38270056847242,347.668,2.316285159832238,False,[],-0.12182295183660341,99.76766330222814,WARNING
92,2019-07-08 06:04:00,86,82.44701162790693,98.54297279424736,26.931,634.126,128.4843461807702,607.1949999999999,-1.31951032859823,False,[],-0.12194263246588244,99.76766330222814,WARNING
92,2019-07-10 08:31:00,44,76.12154545454545,100.94173322323907,24.484,467.638,126.4267502884576,443.154,-4.578129508148195,False,[],-0.12139736848697225,99.76385450390401,WARNING
92,2019-07-30 13:25:00,74,96.04841891891894,159.47500598153619,24.483,822.65,186.1654541251818,798.167,-4.6855205691131845,False,[],-0.12123678226217971,99.7600457055799,WARNING
92,2019-07-23 04:14:00,85,158.27939999999998,170.1613074862099,31.829,815.305,232.39457616256124,783.476,-0.6896769245356441,False,[],-0.12080059925424858,99.75242810893164,WARNING
92,2019-06-28 15:48:00,39,85.7552564102564,111.32146756468299,26.932,624.333,140.5220023439162,597.401,1.6978756846130203,False,[],-0.12058641213799515,99.7486193106075,WARNING
92,2019-07-23 04:12:00,85,82.95615294117648,71.33158276165258,26.931,350.116,109.40712047249188,323.185,-0.9253234143979799,False,[],-0.12042367645548424,99.7486193106075,WARNING
92,2019-07-26 20:02:00,48,68.65608333333331,78.52114655217444,26.932,533.743,104.3035389358466,506.81100000000004,2.131750113414438,False,[],-0.12044293986070287,99.7486193106075,WARNING
92,2019-06-28 08:32:00,74,120.86282432432428,170.15150998991322,24.483,783.477,208.708789118954,758.994,-5.136894061191816,False,[],-0.12027370581824615,99.74481051228338,WARNING
92,2019-07-23 04:07:00,86,95.00211627906974,74.03876312892389,26.931,399.084,120.44559163025764,372.153,-0.6057992241065392,False,[],-0.11996587724026275,99.74481051228338,WARNING
